title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"JonBenet: An American Murder Mystery",tv,"Crime, Documentary",2016,tt6056090,6.7,495,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Animal Armory",tv,Documentary,2016,tt6771036,7.3,11,"HK, ID, MY, PH, SG, TH, TW"
"Taking Fire",tv,"Documentary, War",2016,tt6065848,8,341,"BA, BG, CZ, HR, HU, MD, ME, MK, NO, RO, RS, SI, SK"
Abandoned,tv,Documentary,2016,tt6150820,8.4,735,US
"The Silent Valley",tv,"Action, Crime, Drama",2016,tt5807996,6.6,770,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK"
"Dead Silent",tv,"Crime, Documentary",2016,tt5787720,7.2,495,"AD, BE, BG, CZ, DK, ES, FI, FR, HU, MC, MD, NL, NO, PL, PT, RO, SE, SK"
Pustina,tv,"Crime, Drama, Mystery",2016,tt5459168,7.9,2531,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NL, NO, PL, PT, RO, RS, SE, SI, SK"
Novine,tv,"Crime, Drama",2016,tt5868220,8,1473,"BA, BG, HR, ME, MK, RS, SI"
"Julies madselskaber",tv,Talk-Show,2016,tt5468306,,,DK
,tv,,2016,,,,DK
"Planet Earth II",tv,Documentary,2016,tt5491994,9.5,164237,"ID, MY, PH, SG, TH, US"
"Project Grizzly",tv,Adventure,2016,tt6290722,7.4,44,"BA, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"Wahlgrens värld",tv,Reality-TV,2016,tt6110068,6,288,"DK, FI, NO, SE"
,tv,,2016,,,,"BE, FR, MC"
"Druga szansa",tv,Drama,2016,tt5527070,6,77,PL
"Grave Secrets",tv,"Crime, Documentary",2016,tt5688730,7.3,288,"AD, BE, BG, CZ, DK, ES, FR, HU, MC, MD, NL, NO, PL, PT, RO, SE, SK"
"Brothers Take on New Orleans",tv,Reality-TV,2016,tt6462940,7,31,"HK, ID, MY, PH, SG, TH, TW, US"
Mamon,tv,"Crime, Thriller",2015,tt5169608,7.2,322,"DK, FI, NO, SE, US"
"Murder Chose Me",tv,Crime,2017,tt5526878,7.9,730,"AD, BE, BG, CZ, ES, FR, HU, MC, MD, NL, NO, RO, SK"
"The Wheel",tv,Reality-TV,2017,tt6371336,6.9,106,"FR, MC, NL"
,tv,,2016,,,,NO
"What on Earth?",tv,Documentary,2015,tt4543056,5.8,699,US
"Secrets of the Underground",tv,Documentary,2017,tt6528874,6.4,191,"AD, BE, ES, FR, HK, ID, MC, MY, NL, PH, PL, SG, TH, TW"
"España dividida: La Guerra Civil en color",tv,Documentary,2016,tt6449820,8.1,38,"AD, ES"
"Buying the Rockies",tv,Reality-TV,2015,tt8455472,5.8,10,"BE, FR, MC, NL"
,tv,Documentary,2013,,,,"AD, BA, BE, BG, CZ, ES, FR, HR, HU, MC, MD, ME, MK, NO, PT, RO, RS, SI, SK"
"Belle Epoque",tv,Crime,2017,tt6466504,3.8,206,PL
"Helt perfekt",tv,Comedy,2011,tt2171037,7.4,1126,NO
"Scene of the Crime with Tony Harris",tv,Crime,2017,tt6725736,7.2,53,"BG, CZ, HU, MD, NL, PT, RO, SK"
"Cooper's Treasure",tv,"Adventure, Documentary",2017,tt6459410,6.4,477,"AD, BA, BE, BG, CZ, ES, FR, HR, HU, MC, MD, ME, MK, NL, NO, PL, PT, RO, RS, SI, SK"
"The Real Story with Maria Elena Salinas",tv,Crime,2017,tt6819600,7.7,81,"AD, BE, BG, CZ, ES, FR, HU, MC, MD, NL, PT, RO, SK"
"Killing Richard Glossip",tv,Documentary,2017,tt6674310,7.2,114,"FR, MC"
"Aussie Gold Hunters",tv,"Documentary, Reality-TV",2016,tt6186672,6.8,508,NL
"Mysteries of the Abandoned",tv,Documentary,2017,tt6823138,7.4,780,US
"Kids BBQ Championship",tv,Reality-TV,2016,tt5751156,6.7,32,"BG, CZ, HU, MD, RO, SK"
"The Dunk King",tv,"Game-Show, Sport",2016,tt5731602,7.6,30,US
"Hear No Evil",tv,Crime,2017,tt6913880,8.4,111,"BE, BG, CZ, FR, HU, MC, MD, PT, RO, SK"
"Hank Zipzer",tv,"Comedy, Family",2014,tt3236954,6.8,387,US
"X-Ray Mega Airport",tv,Documentary,2015,tt9578586,5.7,10,"AD, BA, BG, CZ, ES, HR, HU, MD, ME, MK, NL, NO, PT, RO, RS, SI, SK"
Unearthed,tv,"Documentary, History, Mystery",2016,tt5917372,7.3,362,"BA, BE, BG, CZ, DK, FI, FR, HK, HR, HU, ID, MC, MD, ME, MK, MY, NL, NO, PH, PL, PT, RO, RS, SE, SG, SI, SK, TH, TW, US"
"Speed Is the New Black",tv,Reality-TV,2017,tt6917192,6.1,128,"BE, FR, MC, US"
"Flip or Flop Vegas",tv,Reality-TV,2017,tt6597210,5.6,338,"AD, BG, CZ, ES, HK, HU, ID, MD, MY, PH, PT, RO, SG, SK, TH, TW"
"Gift ved første blikk",tv,Reality-TV,2014,tt7056862,5,16,NO
"Ultimate Weapons",tv,Reality-TV,2009,tt1709031,6.8,32,"AD, ES"
"Beachfront Bargain Hunt: Renovation",tv,Reality-TV,2015,tt5156526,6.9,52,"BG, HK, HU, ID, MD, MY, PH, RO, SG, TH, TW, US"
"The History of Comedy",tv,"Comedy, Documentary, History",2017,tt5737466,7.9,554,US
"Dirt Every Day",tv,Sport,2013,tt6565892,8.4,87,"HK, ID, MY, NL, PH, SG, TH, TW, US"
"Epic Drives",tv,"Adventure, Reality-TV",2010,tt6953668,7.2,12,"NL, US"
"Murder by Numbers",tv,"Crime, Documentary",2017,tt7136584,7.3,136,"BG, CZ, DK, FI, FR, HU, MC, MD, NL, NO, PT, RO, SE, SK"
Carspotting,tv,Reality-TV,2017,tt7188964,7,51,"BE, FR, MC, US"
"Arctic Rescue",tv,Reality-TV,2015,tt5037260,7.1,15,"AD, BE, CZ, ES, FR, HU, MC, MD, NO, PT, RO, SK"
"Desert Flippers",tv,Reality-TV,2016,tt5990044,7.3,335,"AD, BG, ES, HU, MD, RO"
Shattered,tv,"Crime, Documentary",2017,tt7312040,8.1,245,"AD, BG, CZ, ES, HU, MD, NL, NO, PL, PT, RO, SK"
"Bear Grylls: Extreme Survival Caught on Camera",tv,Reality,2014,tt3891132,7.6,12,"BE, FR, MC"
"Mysteries of the Missing",tv,Documentary,2017,tt7493428,7.1,110,"AD, BE, ES, FR, MC, NL"
"Jul i Blodfjell",tv,"Comedy, Crime, Horror",2017,tt7704636,7.7,1146,NO
"Världens tuffaste jobb med Carina Berg",tv,Reality-TV,2017,tt7282386,7.7,17,SE
"Grave Mysteries",tv,Crime,2017,tt7390750,7.2,92,"BE, BG, CZ, DK, FI, FR, HU, MC, MD, NL, NO, PL, PT, RO, SE, SK"
"Evil Things",tv,Horror,2017,tt7324540,5.8,355,"AD, BG, CZ, ES, HU, MD, NL, PT, RO, SK"
"Playhouse Masters",tv,Reality-TV,2016,tt6235882,7,13,"AD, BE, ES, FR, MC, NO"
"Love It or List It Australia",tv,Reality-TV,2017,tt9296576,7.6,98,US
"Criminal Confessions",tv,"Crime, Documentary, Drama",2017,tt7449828,7.8,193,"FR, MC, NL"
"Azja Express",tv,Reality-TV,2016,tt7172670,5.5,22,PL
"Evil Twins",tv,"Crime, Documentary",2012,tt2287998,6.8,137,"BG, CZ, HU, MD, NL, NO, PT, RO, SK"
,tv,Reality,2017,,,,SE
"Garage Rehab",tv,Documentary,2017,tt7318880,6.2,382,"AD, BA, BE, BG, CZ, ES, FR, HR, HU, MC, MD, ME, MK, NL, NO, PL, PT, RO, RS, SI, SK"
Brille,tv,"Comedy, Game-Show",2012,tt2150202,7.3,568,NO
,tv,,2017,,,,SE
"Legend of Croc Gold",tv,Reality-TV,2016,tt6317528,6.3,64,"AD, BA, BE, BG, CZ, ES, FR, HR, HU, MC, MD, ME, MK, NO, PT, RO, RS, SI, SK"
"Evil, I",tv,Crime,2012,tt2357837,7.8,63,"BE, BG, CZ, DK, FI, FR, HU, MC, MD, NO, PT, RO, SE, SK"
"Game of Stones",tv,Reality-TV,2014,tt3780362,6.8,132,"AD, ES, FR, MC, PT"
"Tiny House, Big Living",tv,Reality-TV,2014,tt4321400,6.6,127,"AD, BG, CZ, ES, HU, MD, NL, RO, SK"
"Find It Fix It Flog It",tv,Reality-TV,2016,tt9710812,7.6,114,NL
"Village of the Damned",tv,Reality-TV,2017,tt7895532,8,15,"BE, FR, MC"
"How It Really Happened with Jesse L. Martin",tv,"Crime, Documentary, Mystery",2016,tt6186030,7.2,291,US
"Neste sommer",tv,Comedy,2014,tt3446786,7.6,1289,"FI, NO"
"Társas játék",tv,"Comedy, Drama, Romance",2011,tt1968961,7.8,1043,"CZ, HU, MD, RO, SK, US"
"Cake Hunters",tv,Reality-TV,2015,tt6980136,5.9,15,"BG, CZ, HU, SK"
"Animal Cribs",tv,Reality-TV,2017,tt7588316,8.3,178,"AD, BA, BE, CZ, ES, FR, HR, HU, MC, MD, ME, MK, NL, NO, RO, RS, SI, SK"
,tv,Comedy,2017,,,,NO
"Flip or Flop Fort Worth",tv,Reality-TV,2017,tt7459336,8,120,"AD, BG, CZ, ES, HU, MD, PT, RO, SK"
,tv,,2017,,,,"AD, ES"
"Goblin Works Garage",tv,Reality-TV,2018,tt11058052,6,122,"AD, BA, BE, BG, CZ, ES, FR, HR, HU, MC, MD, ME, MK, NO, PT, RO, RS, SI, SK, US"
,tv,Comedy,2018,,,,"FI, NO"
"Wyatt Cenac's Problem Areas",tv,"Comedy, Documentary",2018,tt7599936,6.8,479,"AD, ES, HK, ID, MY, PH, PT, SG, TH, TW, US"
"Restored by the Fords",tv,Reality-TV,2016,tt7875628,6.3,296,"AD, BG, CZ, ES, HU, MD, RO, SK"
"Sydney Harbour Patrol",tv,Documentary,2016,tt6156314,7.7,17,"AD, BE, ES, FR, MC"
"James Patterson's Murder Is Forever",tv,"Crime, Drama",2018,tt7467436,6.7,179,"BE, FR, MC, NO"
"Tesla's Death Ray: A Murder Declassified",tv,"Documentary, Reality-TV",2017,tt7965956,5.5,145,"AD, BA, BE, BG, CZ, ES, FR, HR, HU, MC, MD, ME, MK, NL, NO, PL, PT, RO, RS, SI, SK"
,tv,"Talk, Documentary",2018,,,,"DK, FI, NO, SE"
"Who Killed Jane Doe?",tv,"Crime, Documentary",2016,tt5934392,7.8,117,"BE, BG, CZ, FR, HU, MC, MD, NL, PT, RO, SK"
"The Perfect Suspect",tv,Crime,2017,tt7766172,6.9,51,"BG, CZ, HU, MD, NL, PT, RO, SK"
"Flip or Flop Nashville",tv,"Comedy, Drama, Reality-TV",2018,tt7365526,7.1,97,"AD, BG, CZ, ES, HK, HU, ID, MD, MY, PH, PT, RO, SG, SK, TH, TW"
,tv,Documentary,2018,,,,PL
"True Conviction",tv,"Crime, Drama",2018,tt7817212,6.1,166,"AD, BE, BG, CZ, ES, FR, HU, MC, MD, NL, NO, PL, RO, SK, US"
"Kiss of Death",tv,Drama,2017,tt7371948,7.3,36,"AD, BE, BG, CZ, DK, ES, FI, FR, HU, MC, MD, NL, NO, PT, RO, SE, SK"
"Sommaren med släkten",tv,Comedy,2017,tt6647016,7.1,870,SE
"American Dynasties: The Kennedys",tv,"Documentary, History",2018,tt6903230,7.8,531,US
"Twin Turbos",tv,Action,2018,tt8261918,6.8,61,"AD, BA, BE, BG, CZ, ES, FR, HR, HU, MC, MD, ME, MK, NO, PT, RO, RS, SI, SK, US"
"Roadkill Garage",tv,Reality-TV,2016,tt12030356,8.9,126,"NO, US"
"The Golden State Killer: It's Not Over",tv,Documentary,2018,tt8336664,6.8,308,"BG, CZ, HU, MD, NL, PT, RO, SK"
"Outback Opal Hunters",tv,Documentary,2018,tt8211564,7,318,"AD, BA, BG, CZ, DK, ES, FI, HK, HR, HU, ID, MD, ME, MK, MY, NL, NO, PH, PL, PT, RO, RS, SE, SG, SI, SK, TH, TW, US"
"Christiane Amanpour Sex & Love Around the World",tv,Documentary,2018,tt8205180,7.4,944,US
"Beauty Queen Murders",tv,Documentary,2013,tt3078774,6.5,122,"AD, BE, BG, CZ, ES, FR, HU, MC, MD, NL, NO, PT, RO, SK"
"Expedition Unknown: Hunt for ExtraTerrestrials",tv,Reality-TV,2017,tt6903244,7.6,321,"AD, BG, CZ, ES, FI, HU, NO, SE, SK"
Danskebåten,tv,"Comedy, Reality-TV",2018,tt8215252,8.2,21,NO
"Helt perfekt",tv,Comedy,2018,tt8060454,7.1,302,SE
"Dangerous Liaisons",tv,"Drama, Romance",2016,tt5349022,7.8,1956,"BE, FR, MC"
,tv,,2018,,,,NO
"Ja, vi elsker camping",tv,Reality-TV,2017,tt7272060,7.7,29,NO
"Legendary Locations",tv,Documentary,2017,tt8640952,7.7,320,"AD, BE, DK, ES, FI, FR, MC, NL, NO, PL, PT, SE, US"
Sent,tv,Comedy,2017,tt6738438,5,41,"HK, ID, MY, PH, SG, TH, TW"
Rattled,tv,Reality-TV,2016,tt6131120,4.8,57,"BE, FR, MC, NO"
"Boise Boys",tv,Reality-TV,2017,tt7122124,8.1,273,"AD, BG, CZ, ES, HU, MD, NL, RO, SK"
"Tytgat Chocolat",tv,"Drama, Family, Romance",2017,tt7388652,7.4,199,BE
"UFOs: The Lost Evidence",tv,Documentary,2017,tt6675556,6.7,297,US
"On the Spectrum",tv,"Comedy, Drama",2018,tt8178684,8.5,406,US
"Alaska Gold Diggers",tv,Reality-TV,2013,tt3311582,4.9,47,"BE, FR, MC, NO, PT"
"Dodo Heroes",tv,"Documentary, Reality-TV",2018,tt8559852,8,80,"AD, BA, BE, BG, CZ, ES, FR, HR, HU, MC, MD, ME, MK, NL, NO, PT, RO, RS, SI, SK"
Kongsvikklinikken,tv,Comedy,2018,tt8519578,5.9,41,"DK, NO, SE"
,tv,"Documentary, Crime, Reality",2017,,,,"AD, BE, ES, FR, MC, PL"
"The Wonderland Murders",tv,"Crime, Documentary",2018,tt7364546,6.9,228,"AD, BE, BG, CZ, ES, FR, HU, MC, MD, NL, NO, PL, PT, RO, SK"
"Hidden Potential",tv,Reality-TV,2017,tt8341266,7.3,187,"AD, ES, NL"
"The 2000s",tv,Documentary,2018,tt8651972,8,1078,US
Millennium,tv,"Action, Crime, Mystery",2010,tt1634549,8.3,10604,PL
,tv,,1992,,,,"NL, US"
Latela,tv,"Documentary, Reality-TV",2013,tt2886594,7.8,78,FI
"Holmes and Holmes",tv,Reality-TV,2016,tt8001366,7.7,109,"AD, ES"
,tv,Documentary,2019,,,,"BE, FR, HK, ID, MC, MY, PH, SG, TH, TW"
"Help! My House Is Haunted",tv,"Fantasy, Reality-TV",2018,tt7924262,5.1,474,"AD, BA, BE, BG, CZ, DK, ES, FI, FR, HR, HU, MC, MD, ME, MK, NL, NO, PL, RO, RS, SE, SI, SK, US"
,tv,Drama,2015,,,,PL
Scaled,tv,Reality-TV,2018,tt9567342,7.5,35,"AD, BA, BE, CZ, ES, FR, HR, HU, MC, MD, ME, MK, NO, PT, RO, RS, SI, SK"
"Ex on the Beach DK",tv,Reality-TV,2018,tt23159104,,,"DK, FI, NO, SE"
,tv,,2016,,,,"AD, ES"
"Ameryka Express",tv,Reality-TV,2018,tt9009418,6.1,15,PL
"The Crimson Rivers",tv,"Crime, Drama, Mystery",2018,tt7349016,6.9,2248,"BE, FR, MC"
"Building Off the Grid: Big Sky Ranch",tv,Reality-TV,2016,tt6301100,7.1,16,US
"Bake It Like Buddy",tv,"Game-Show, Reality-TV",2018,tt8772782,5,15,"AD, BA, BG, CZ, ES, HR, HU, MD, ME, MK, PT, RO, RS, SI, SK"
,tv,,2018,,,,NO
"Chandra Levy: An American Murder Mystery",tv,"Crime, Documentary",2017,tt7293240,6.5,307,"DK, FI, FR, MC, NL, NO, PT, SE"
,tv,Reality,2016,,,,PL
"Forbidden: Dying for Love",tv,Drama,2015,tt5310130,7.4,153,"AD, BE, BG, CZ, DK, ES, FI, FR, HU, MC, MD, NL, NO, RO, SE, SK"
"Blinded by the Lights",tv,"Crime, Drama",2018,tt6520930,7.8,4240,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NL, NO, PL, RO, RS, SE, SI, SK"
"Horror at the Cecil Hotel",tv,"Crime, Documentary",2017,tt7529610,6.8,584,"AD, BE, CZ, ES, FR, HU, MC, MD, NL, NO, PT, RO, SK"
"It Could Have Been Worse",tv,Comedy,2018,tt9040904,7.4,101,NO
"Sama slodycz",tv,Comedy,2014,tt4009854,5.5,17,PL
"Big Cat Tales",tv,Documentary,2018,tt9198016,7.9,155,"AD, BA, BE, CZ, ES, FR, HK, HR, HU, ID, MC, MD, ME, MK, MY, NL, NO, PH, PT, RO, RS, SG, SI, SK, TH, TW"
"Ultimate Thanksgiving Challenge",tv,Reality-TV,2018,tt12112730,7.3,31,US
Grisse,tv,Drama,2018,tt7861584,6.2,462,"HK, ID, MY, PH, SG, TH, TW, US"
,tv,,2018,,,,"BA, BG, CZ, HR, HU, MD, ME, MK, NO, RO, RS, SI, SK"
,tv,,2018,,,,SE
"Vem kan slå Anja och Foppa?",tv,Game-Show,2018,tt9265196,6.8,14,SE
"Codes and Conspiracies",tv,Documentary,2014,tt3667284,6.7,119,"AD, BA, BE, BG, CZ, ES, FR, HR, HU, MC, MD, ME, MK, NO, PT, RO, RS, SI, SK"
,tv,,2018,,,,"AD, ES"
"Rising: Rebuilding Ground Zero",tv,Documentary,2011,tt1586155,8.3,159,"BE, FR, MC"
,tv,,2018,,,,US
"Mega Shippers",tv,Documentary,2016,tt6020016,7.5,14,"AD, BA, BE, BG, CZ, ES, FR, HR, HU, MC, MD, ME, MK, NO, PT, RO, RS, SI, SK"
"Long Road to Monterey",tv,Reality-TV,2018,tt9417534,,,US
"Camera Cafe",tv,Comedy,2004,tt0429327,6.3,100,PL
"Legends of the Lost with Megan Fox",tv,"Documentary, History, Mystery",2018,tt8362844,6.2,421,"AD, BG, CZ, ES, HU, MD, NL, NO, PT, RO, SK"
,tv,Reality,2016,,,,PL
"Bad Chad Customs",tv,Reality-TV,2019,tt9397406,7,217,"AD, BA, BE, BG, CZ, ES, FR, HR, HU, MC, MD, ME, MK, NL, NO, PT, RO, RS, SI, SK"
"Hometown Homicide",tv,"Crime, Documentary",2019,tt9769678,7.1,109,"AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, FR, GT, GY, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PT, PY, RO, SE, SK, SV, TC, TT, US, UY, VE"
Szóstka,tv,Drama,2019,tt9663612,6.3,30,PL
,tv,,2017,,,,US
"Houdini's Last Secrets",tv,Documentary,2019,tt9324726,5.9,50,"AD, BE, DK, ES, FI, FR, MC, NL, NO, SE"
"Something's Killing Me",tv,Documentary,2017,tt26688257,8.5,21,US
,tv,,2017,,,,"BA, BE, BG, CZ, FR, HR, HU, MC, MD, ME, MK, NL, NO, RO, RS, SI, SK"
"It's Not Rocket Science",tv,Reality-TV,2016,tt5466928,7.1,31,US
"The Case Against Adnan Syed",tv,"Crime, Documentary",2019,tt8425310,6.7,2833,US
"American Titans",tv,Documentary,2015,tt5599116,7.4,50,"AD, BE, CZ, ES, FR, HU, MC, MD, NL, NO, PT, RO, SK"
"Primal Instinct",tv,"Crime, Documentary",2018,tt8205078,6.4,73,"AD, BE, BG, CZ, DK, ES, FI, FR, HU, MC, MD, NL, NO, PT, RO, SE, SK"
"Love & Marriage: Huntsville",tv,Reality-TV,2019,tt9165512,5.7,260,US
"The North Water",tv,"Adventure, Drama, Mystery",2021,tt7660970,7.6,17457,"FR, MC"
Thanksgiving,tv,"Drama, Thriller",2018,tt9458444,6.2,92,US
"All Girls Garage",tv,Reality-TV,2012,tt2762476,6.1,173,US
Special,tv,"Comedy, Drama",2019,tt9381622,7.6,10433,"AG, AR, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, GY, HN, HU, JM, LC, MD, MX, NI, NL, NO, PA, PE, PY, RO, SE, SK, SV, TC, TT, US, UY, VE"
"The Bush Years: Family, Duty, Power",tv,"Documentary, History",2019,tt9787482,7.1,143,US
"Tricky Dick",tv,"Biography, Documentary, History",2019,tt9635504,7.6,321,US
"Alla mot alla med Filip och Fredrik",tv,Game-Show,2019,tt9859886,7.6,198,SE
"The Oslo Killing",tv,"Crime, Documentary",2019,tt10385670,7.6,168,"DK, NO"
"Katy Keene",tv,"Comedy, Drama, Musical",2020,tt10312964,6.2,2858,US
"Very Scary People",tv,"Biography, Crime, Documentary",2019,tt10081386,7.5,644,US
"Hide and Seek",tv,"Crime, Drama, Thriller",2019,tt9612028,7.2,427,SE
"Andere Eltern",tv,Comedy,2019,tt10095376,6.9,209,US
"Strange Evidence",tv,"Documentary, Mystery",2017,tt7538868,4.6,403,US
,tv,Reality,2019,,,,DK
"The World Between Us",tv,"Crime, Drama",2019,tt10073114,8.8,3029,"HK, ID, MY, PH, SG, TH, TW, US"
"Jeremy Wade's Dark Waters",tv,Documentary,2019,tt10274462,8.1,472,"AD, BA, BE, BG, CZ, DK, ES, FI, FR, HR, HU, MC, MD, ME, MK, NL, NO, PL, PT, RO, RS, SE, SI, SK"
"The New Pope",tv,Drama,2020,tt7157248,8.1,19217,"AD, ES, NL, US"
,tv,Documentary,2019,,,,PL
"One of a Kind",tv,Documentary,2019,tt10981322,7.9,57,"AD, BG, CZ, ES, HU, MD, NL, RO, SK"
"Savage Builds",tv,Documentary,2019,tt10233836,8,385,"AD, BA, BE, BG, CZ, ES, FR, HR, HU, MC, MD, ME, MK, NL, NO, PT, RO, RS, SI, SK"
,tv,,2014,,,,"AD, ES"
,tv,Documentary,2019,,,,PL
"Portals to Hell",tv,Reality-TV,2019,tt9812514,6.3,1181,"AD, BA, BE, BG, CZ, DK, ES, FI, FR, HK, HR, HU, ID, MC, MD, ME, MK, MY, NL, NO, PH, RO, RS, SE, SG, SI, SK, TH, TW, US"
"Married with Secrets",tv,"Crime, Documentary",2016,tt6012704,7.1,271,"AD, BE, BG, CZ, DK, ES, FI, FR, HU, MC, MD, NO, PT, RO, SE, SK"
"Moonshiners: Whiskey Business",tv,Reality-TV,2019,tt10028418,7.8,26,"BA, BE, BG, CZ, FR, HR, HU, MC, MD, ME, MK, NO, RO, RS, SI, SK"
"Pandora's Box: Unleashing Evil",tv,Crime,2016,tt6107486,7.9,141,"AD, BE, BG, CZ, ES, FR, HK, HU, ID, MC, MD, MY, NL, PH, PT, RO, SG, SK, TH, TW, US"
"Idris Elba: Fighter",tv,Reality-TV,2017,tt8220330,6.9,96,"AD, BA, BE, BG, CZ, ES, FR, HR, HU, MC, MD, ME, MK, NL, NO, PT, RO, RS, SI, SK"
Usterka,tv,Reality-TV,2002,tt1990906,,,PL
,tv,"Reality, Documentary",2012,,,,PL
"Big Texas Fix",tv,Reality-TV,2019,tt10038720,7.9,152,"AD, ES, US"
"The Redemption Project with Van Jones",tv,"News, Talk-Show",2019,tt7816792,8.1,68,US
"In Search of Monsters",tv,"Documentary, History, Mystery",2019,tt10121738,6.8,147,"BA, BE, BG, FR, HR, MC, ME, MK, NL, NO, PT, RS, SI"
"Sweet Home Sextuplets",tv,"Drama, Family, Reality-TV",2018,tt9056536,7.7,109,"AD, BA, BE, BG, CZ, DK, ES, FR, HR, HU, MC, MD, ME, MK, NL, NO, PT, RO, RS, SE, SI, SK"
"Super Jimmy",tv,"Crime, Drama, Mystery",2019,tt10375672,6.9,87,"FR, MC"
,tv,Reality,2019,,,,"BA, BE, BG, CZ, FR, HR, MC, MD, ME, MK, NO, RO, RS, SI, SK"
"Wedding Cake Championship",tv,Reality-TV,2018,tt9125810,5.8,23,PT
,tv,Documentary,2019,,,,"AD, ES"
"Fish or Die",tv,Reality-TV,2019,tt10228276,7.3,66,"AD, BA, BG, CZ, ES, HR, HU, MD, ME, MK, NL, NO, PT, RO, RS, SI, SK"
"Truth Behind the Moon Landing",tv,Documentary,2019,tt10404822,4.2,201,"AD, BA, BE, BG, CZ, ES, FR, HR, HU, MC, MD, ME, MK, NL, RO, RS, SI, SK"
"Dune: Prophecy",tv,"Action, Adventure, Drama",2024,tt10466872,7.3,33333,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Underworld Trilogy: The Prisoner",tv,"Crime, Drama",2010,tt1645200,7,198,FI
"Alien Highway",tv,"Documentary, Mystery, Sci-Fi",2019,tt10379670,4.4,340,"AD, BE, ES, FR, MC, PL"
"David Makes Man",tv,Drama,2019,tt8905948,7.5,675,US
"Ghosts of Morgan City",tv,"Documentary, Sci-Fi",2019,tt10686866,5.9,225,"AD, BE, DK, ES, FI, FR, MC, NL, NO, PL, SE"
,tv,Comedy,2019,,,,NO
"Seven Worlds One Planet",tv,Documentary,2019,tt9805708,9.3,6249,"ID, MY, PH, SG, TH, US"
Serengeti,tv,Documentary,2019,tt8164448,7.7,1195,"HK, ID, MY, PH, SG, TH, TW, US"
"The Pioneer",tv,Documentary,2019,tt10128190,7.2,700,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NL, NO, PL, PT, RO, RS, SE, SI, SK, US"
"Supersize My Pool",tv,Reality-TV,2019,tt10777024,5.4,10,"BG, CZ, HU, MD, RO, SK"
Restored,tv,Reality-TV,2017,tt8141256,9.2,289,"NL, PL, US"
,tv,,2016,,,,"AD, ES, US"
"Flippin' RVs",tv,Reality-TV,2014,tt4056822,7.8,24,"BA, BG, CZ, HR, ME, MK, RS, SI, SK"
"AEW Dynamite",tv,"Action, Sport",2019,tt10691888,8.4,1866,"FR, MC"
"Shark After Dark",tv,Talk-Show,2013,tt3060986,6.7,28,"AD, BA, BE, BG, CZ, ES, FR, HR, HU, MC, MD, ME, MK, PT, RO, RS, SI, SK"
,tv,,2017,,,,"AD, ES"
"Our Boys",tv,Drama,2019,tt10517426,7.9,4564,US
"BBQ Brawl: Flay V. Symon",tv,Reality-TV,2019,tt10765680,6.5,158,US
"Throttle Out",tv,"Documentary, Sport",2018,tt10014624,8.8,40,US
"Undercover Billionaire",tv,Reality-TV,2019,tt8417266,7.6,854,"AD, BA, BE, BG, CZ, ES, FR, HK, HR, HU, ID, MC, MD, ME, MK, MY, NL, NO, PH, PL, PT, RO, RS, SG, SI, SK, TH, TW, US"
"Fastest Cars in the Dirty South",tv,"Documentary, Sport",2019,tt10594194,6,59,"BE, FR, MC, NO, US"
"Familjen Lundell",tv,Reality-TV,2019,tt10540002,4.9,40,"DK, NO, SE"
,tv,Documentary,2018,,,,"AD, ES"
,tv,Documentary,2016,,,,"AD, DK, ES, FI, PT, SE"
,tv,,2019,,,,"BG, CZ, HU, MD, RO, SK"
"Supermarket Stakeout",tv,"Game-Show, Reality-TV",2019,tt11896334,7,214,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"I Hate Suzie",tv,"Comedy, Drama",2020,tt10846464,6.9,4282,US
